(1, 0, 0)|remindTruths|(1, 0, 1)|2.82910021166
(1, 0, -1)|rewardPunish|(-1, -1, -1)|1.12129352525
(0, 0, 1)|activePlanning|(-1, 1, 1)|9.63742993281
(0, -1, 0)|activePlanning|(0, 1, 1)|5.32085329873
(0, -1, 1)|activePlanning|(0, -1, -1)|1.02057725034
(-1, 1, -1)|rewardPunish|(0, -1, -1)|4.57148041645
(-1, 1, 0)|remindTruths|(0, 0, 0)|8.31816640776
(0, 0, 0)|rewardPunish|(1, 1, 0)|4.46264057236
(0, 1, 1)|rewardPunish|(-1, -1, 1)|5.8603528512
(-1, -1, -1)|remindTruths|(1, 1, 0)|7.40561000625
(-1, -1, -1)|activePlanning|(-1, 0, 1)|1.27971475232
(-1, -1, -1)|activePlanning|(1, 0, -1)|2.23770392429
(1, -1, -1)|rewardPunish|(0, -1, -1)|5.56054264698
(1, 1, 0)|rewardPunish|(-1, -1, -1)|1.089830318
(1, -1, -1)|rewardPunish|(1, 1, 0)|8.02593510214
(-1, 0, -1)|activePlanning|(0, 0, 0)|3.17310195675
(1, 0, -1)|rewardPunish|(1, 0, 0)|9.06240458849
(-1, 1, -1)|activePlanning|(-1, -1, 1)|5.68014877048
(1, 1, -1)|activePlanning|(-1, 0, -1)|4.75360615532
(1, 0, 1)|remindTruths|(0, -1, 0)|3.41350248921
(0, 0, 1)|rewardPunish|(0, 0, -1)|1.07996695097
(-1, -1, -1)|activePlanning|(-1, -1, 1)|6.94417855616
(0, 0, -1)|activePlanning|(-1, -1, -1)|4.5743600555
(0, -1, 1)|remindTruths|(0, -1, 1)|4.26559693696
(0, -1, 0)|activePlanning|(-1, 1, -1)|8.00242673357
(1, 1, 1)|remindTruths|(1, 1, -1)|2.47170746426
(0, -1, 1)|activePlanning|(0, 1, 1)|2.7279588455
(0, 0, 0)|activePlanning|(1, -1, -1)|1.76574241805
(-1, 0, 0)|remindTruths|(1, 1, 0)|9.70076466795
(-1, 0, 0)|remindTruths|(-1, -1, 1)|2.97213837519
(1, 0, 1)|remindTruths|(0, 1, 0)|4.7549176433
(1, 0, 0)|remindTruths|(-1, 0, 1)|9.99955079166
(-1, 0, 1)|activePlanning|(0, -1, 0)|4.72631359716
(0, 0, 1)|activePlanning|(0, 0, 0)|4.71638517587
(0, -1, 0)|remindTruths|(0, 0, -1)|9.78471328222
(-1, 1, -1)|remindTruths|(1, -1, 1)|7.68344037754
(-1, -1, 1)|rewardPunish|(-1, -1, -1)|9.88510797869
(1, 1, -1)|activePlanning|(-1, 1, 0)|5.28447040317
(-1, 0, -1)|remindTruths|(0, 1, -1)|9.72461241526
(1, -1, -1)|remindTruths|(1, 1, 1)|7.29279707494
(0, 1, -1)|rewardPunish|(1, 1, 1)|6.37533667022
(0, 0, 1)|rewardPunish|(0, 0, 1)|2.0330182257
(-1, 1, -1)|rewardPunish|(0, -1, 0)|8.3729204348
(1, 1, 1)|remindTruths|(-1, -1, 1)|1.9405127197
(-1, -1, 0)|rewardPunish|(0, -1, -1)|6.00076943123
(0, -1, 0)|rewardPunish|(-1, 1, 1)|7.48814980333
(0, 1, -1)|activePlanning|(0, 0, 1)|1.08966972837
(-1, 1, 0)|remindTruths|(1, -1, -1)|3.4918929994
(0, 0, -1)|rewardPunish|(1, -1, -1)|5.12924947546
(1, -1, 0)|remindTruths|(1, -1, -1)|8.83997379864
(1, 1, 1)|rewardPunish|(0, -1, 1)|5.64289484223
(-1, 0, 1)|activePlanning|(-1, 0, -1)|3.39517823132
(-1, 0, 0)|activePlanning|(1, 1, -1)|7.94423158172
(1, 1, -1)|remindTruths|(0, 0, 0)|4.46911752691
(-1, 0, 0)|remindTruths|(0, 1, 0)|3.93127349638
(1, 1, 1)|rewardPunish|(1, -1, 0)|1.46336652856
(1, 0, 0)|rewardPunish|(-1, 1, -1)|4.19645603886
(0, -1, -1)|remindTruths|(0, 0, 1)|8.31883950582
(-1, 0, 1)|activePlanning|(-1, 1, 1)|7.22006047604
(1, -1, -1)|rewardPunish|(-1, 1, 0)|7.60427775516
(-1, -1, 0)|activePlanning|(0, 0, -1)|9.70499213103
(0, 0, 1)|remindTruths|(-1, 0, 1)|5.29031870101
(-1, 0, 0)|remindTruths|(0, 0, 1)|3.1216131674
(-1, 1, 1)|remindTruths|(-1, 1, 1)|3.61694714595
(1, 1, 1)|rewardPunish|(1, 0, 0)|9.24252841606
(0, 1, -1)|remindTruths|(0, 1, 1)|9.80795022546
(1, 0, 0)|rewardPunish|(1, -1, -1)|1.76439221137
(-1, 1, 1)|remindTruths|(0, -1, 1)|5.89191044582
(-1, 1, -1)|rewardPunish|(-1, 1, 0)|5.26238857162
(1, 0, 0)|activePlanning|(0, -1, 1)|6.63026839566
(1, 0, 1)|rewardPunish|(0, 1, 1)|1.08226320742
(0, 0, -1)|remindTruths|(-1, -1, 1)|3.54162778996
(0, 1, 1)|rewardPunish|(-1, 1, 0)|9.78810217454
(0, 0, 1)|activePlanning|(0, 1, 1)|5.24393648453
(-1, 1, 0)|activePlanning|(0, 1, 1)|5.2342734263
(0, 1, 0)|rewardPunish|(-1, 1, 1)|3.31846557897
(-1, 1, 0)|rewardPunish|(0, 0, 0)|4.14391313382
(-1, 0, -1)|activePlanning|(-1, 0, 1)|7.1776414024
(0, 0, 1)|rewardPunish|(0, 1, 0)|7.17638132156
(1, 1, 1)|remindTruths|(0, 1, -1)|1.18142290193
(-1, 1, 1)|activePlanning|(0, 0, 1)|9.98622729249
(1, 1, -1)|activePlanning|(-1, -1, -1)|5.93439134684
(-1, -1, 0)|rewardPunish|(0, 0, 1)|7.00810098585
(0, 1, 0)|rewardPunish|(-1, 0, 0)|6.7561663717
(1, 1, -1)|remindTruths|(0, -1, 1)|4.91022251595
(-1, 0, -1)|remindTruths|(-1, 0, 1)|5.06294231453
(-1, 0, 1)|activePlanning|(-1, 1, 0)|9.4479542218
(-1, -1, 0)|remindTruths|(1, 0, -1)|4.77011306325
(-1, 1, 0)|activePlanning|(0, 0, 1)|1.80183451108
(0, 1, 0)|activePlanning|(1, 1, -1)|9.34727956582
(0, -1, 1)|remindTruths|(1, 0, 1)|4.04121853917
(0, -1, -1)|remindTruths|(1, -1, 0)|5.14698754955
(0, 0, 1)|remindTruths|(0, -1, -1)|3.38945110611
(0, 0, 1)|activePlanning|(0, -1, -1)|4.43050599919
(1, 0, 0)|rewardPunish|(1, -1, 1)|4.12344132849
(-1, -1, -1)|rewardPunish|(1, 0, -1)|4.87292702628
(-1, 0, -1)|activePlanning|(-1, 1, 0)|9.81399370556
(-1, 0, 0)|activePlanning|(-1, 0, 0)|6.99124049135
(1, 0, -1)|rewardPunish|(0, 1, 0)|3.26566199225
(0, 1, -1)|remindTruths|(0, -1, 1)|7.19964333295
(0, 1, 1)|activePlanning|(-1, -1, 1)|5.1815637564
(1, 1, 0)|remindTruths|(-1, -1, -1)|1.93777302619
(-1, 0, 1)|rewardPunish|(0, 1, -1)|4.03906160433
(0, 1, 1)|activePlanning|(0, -1, -1)|5.03853455282
(-1, 1, -1)|remindTruths|(0, 1, -1)|6.16103275454
(1, 1, 1)|remindTruths|(-1, -1, 1)|3.23007885898
(1, 0, 0)|rewardPunish|(1, 0, 1)|2.29846333085
(-1, 1, 1)|rewardPunish|(0, 1, 1)|8.0218767214
(1, 0, -1)|remindTruths|(1, 1, 0)|8.53612247135
(0, 1, 1)|remindTruths|(0, 0, 0)|1.84612452219
(1, 1, 0)|remindTruths|(0, 1, 1)|4.21438962241
(0, 0, 1)|rewardPunish|(0, 1, 0)|6.13211691644
(1, -1, 1)|remindTruths|(0, 0, 1)|3.70117479303
(-1, 1, 1)|activePlanning|(-1, 0, -1)|9.92658075636
(0, 0, -1)|rewardPunish|(0, 1, -1)|8.11820863472
(-1, -1, 1)|rewardPunish|(1, -1, 0)|1.73101774983
(-1, -1, 1)|remindTruths|(-1, 0, 0)|6.65134178133
(0, 1, 1)|remindTruths|(1, -1, 0)|3.72768292686
(1, 0, -1)|rewardPunish|(1, 0, -1)|4.35680544415
(1, -1, 1)|remindTruths|(0, 0, 0)|6.23968610083
(-1, 0, 0)|rewardPunish|(1, 1, -1)|4.46341178002
(-1, -1, 0)|remindTruths|(1, 0, 0)|3.1473788034
(1, 1, 0)|rewardPunish|(-1, 0, -1)|6.98286703686
(-1, 1, -1)|activePlanning|(1, 1, -1)|7.8383514407
(1, 1, 0)|rewardPunish|(-1, 1, 0)|8.61829165649
(0, 1, 1)|rewardPunish|(-1, 1, -1)|5.16106612664
(-1, 1, 1)|rewardPunish|(-1, -1, 1)|1.86763845403
(0, 1, 1)|activePlanning|(-1, 1, 1)|4.04236829775
(-1, 1, 1)|rewardPunish|(1, 1, 1)|7.67614275007
(-1, 1, 1)|activePlanning|(0, 0, 1)|3.04343228777
(0, -1, -1)|activePlanning|(0, 1, 0)|7.14551881702
(0, -1, 1)|remindTruths|(0, 0, -1)|4.58408494191
(-1, -1, -1)|remindTruths|(0, 1, -1)|8.42267478451
(-1, -1, 0)|activePlanning|(0, -1, -1)|8.96420822113
(0, -1, -1)|activePlanning|(0, 0, 1)|6.63588753457
(0, 1, 1)|remindTruths|(0, 1, -1)|7.01960753815
(1, 1, 0)|rewardPunish|(0, 1, 0)|3.85764261379
(1, 0, -1)|remindTruths|(1, 0, 0)|6.40478691354
(0, -1, 1)|remindTruths|(-1, 0, -1)|8.09052552303
(1, 0, 0)|activePlanning|(0, 1, -1)|6.51941963162
(-1, -1, -1)|remindTruths|(-1, 0, 1)|9.43347577678
(1, -1, 1)|remindTruths|(1, 0, 0)|8.22140416306
(0, -1, 0)|activePlanning|(-1, -1, 1)|7.63667354182
(1, 0, 0)|activePlanning|(0, -1, 0)|3.67142552864
(0, -1, 0)|remindTruths|(0, 1, 1)|6.04613022426
(1, -1, -1)|remindTruths|(-1, 0, 0)|3.91068862587
(1, 1, 0)|rewardPunish|(1, -1, 0)|1.66540773367
(1, 1, 0)|activePlanning|(0, -1, 1)|7.98219827273
(0, -1, -1)|rewardPunish|(-1, 1, 1)|5.82701763963
(1, 0, 0)|remindTruths|(-1, 1, 0)|1.79321994408
(1, 1, -1)|rewardPunish|(1, 1, -1)|5.99841853187
(1, 1, 0)|rewardPunish|(-1, 0, 1)|9.72451556364
(1, 1, 1)|rewardPunish|(-1, 0, 0)|1.71470592496
(0, 0, -1)|activePlanning|(1, -1, -1)|1.9491001286
(0, -1, 0)|rewardPunish|(1, 1, 0)|9.04273681899
(1, -1, 0)|rewardPunish|(0, 1, -1)|6.59395202804
(-1, -1, 0)|rewardPunish|(-1, 0, -1)|5.77810078807
(1, 1, 1)|rewardPunish|(1, 0, 0)|2.77959011668
(0, 1, 1)|activePlanning|(1, 0, 0)|2.24496111623
(0, -1, -1)|remindTruths|(0, -1, 1)|1.75500001509
(0, 1, 1)|remindTruths|(1, -1, -1)|2.66579833192
(1, 0, -1)|remindTruths|(0, -1, 1)|6.41780876559
(1, 0, 0)|rewardPunish|(0, 0, 1)|8.17267740235
(0, -1, 0)|rewardPunish|(1, 0, 0)|9.42753525895
(0, 1, 1)|remindTruths|(0, 1, 1)|7.16321815538
(1, 1, -1)|activePlanning|(-1, -1, 1)|5.53169349561
(0, 1, -1)|remindTruths|(1, 1, 1)|3.00130396533
(-1, 1, 1)|remindTruths|(1, 0, 0)|7.75820920303
(0, 1, -1)|rewardPunish|(0, 0, 1)|5.00225093043
(1, 0, -1)|remindTruths|(1, -1, -1)|2.57225649055
(-1, 0, -1)|rewardPunish|(1, 0, -1)|7.67170156506
(1, -1, -1)|activePlanning|(-1, 0, 0)|5.02233075842
(0, 1, 0)|activePlanning|(1, 1, 1)|4.2532524161
(0, 0, 0)|activePlanning|(-1, 0, -1)|7.57299366761
(-1, 1, 0)|remindTruths|(1, 1, 1)|3.5975171393
(-1, -1, 0)|rewardPunish|(-1, 1, 0)|5.81165621652
(-1, 0, 1)|activePlanning|(-1, 1, -1)|6.47971300712
(-1, 0, 0)|remindTruths|(1, 1, 1)|9.58480187705
(1, 1, 0)|rewardPunish|(-1, 1, -1)|3.17603576536
(0, 0, 0)|rewardPunish|(-1, -1, 0)|2.06404080527
(1, 1, -1)|activePlanning|(0, 1, 1)|7.76693730328
(0, 1, 1)|activePlanning|(-1, 0, 1)|5.91013318811
(1, -1, 1)|remindTruths|(-1, -1, -1)|6.77354856541
(1, 0, 0)|remindTruths|(-1, 1, -1)|1.82969622934
(-1, -1, 0)|activePlanning|(1, -1, 0)|9.6755266832
(-1, 0, 1)|remindTruths|(0, 0, 1)|3.06224391584
(0, 1, 0)|rewardPunish|(0, -1, 1)|9.77470869485
(0, 0, 0)|remindTruths|(-1, 1, -1)|4.29670920399
(1, 0, 0)|activePlanning|(1, -1, -1)|4.56514022733
(-1, 1, 0)|rewardPunish|(1, -1, 0)|2.21303525517
(1, 1, 1)|rewardPunish|(1, 0, 1)|1.53131254124
(0, 0, 0)|rewardPunish|(1, 0, 1)|6.48603381925
(0, 0, 0)|remindTruths|(-1, 0, -1)|1.39912138601
(1, 1, -1)|rewardPunish|(1, 0, -1)|9.81953269689
(1, 1, 0)|rewardPunish|(1, 1, 0)|3.06158528996
(1, -1, 1)|activePlanning|(0, -1, 0)|8.62411988053
(1, 0, 1)|activePlanning|(0, 1, -1)|9.32958485181
(0, 0, 1)|rewardPunish|(1, 1, -1)|7.20196496605
(1, -1, 0)|remindTruths|(-1, -1, -1)|4.12661556658
(-1, -1, 0)|rewardPunish|(0, 1, 0)|9.31382196731
(1, -1, 1)|rewardPunish|(0, 0, -1)|3.89178880062
(0, 0, 0)|activePlanning|(0, 0, 0)|3.941411333
(-1, -1, 1)|rewardPunish|(-1, 1, 0)|4.78826937389
(0, 0, 0)|activePlanning|(0, 0, 1)|4.60903748315
(0, -1, 1)|rewardPunish|(1, 0, 1)|8.47951036539
(-1, 0, 0)|remindTruths|(-1, 1, 1)|4.96759007814
(-1, 1, 0)|remindTruths|(-1, 0, 1)|6.24433295183
(-1, 0, -1)|activePlanning|(0, 1, 0)|1.31479154783
(0, 1, -1)|remindTruths|(-1, 1, 0)|1.09271674542
(0, 0, -1)|activePlanning|(0, -1, -1)|7.50227621151
(1, 0, 0)|activePlanning|(-1, 1, 1)|3.25203693838
(1, -1, -1)|remindTruths|(-1, 1, -1)|4.02870731387
(-1, -1, -1)|activePlanning|(0, -1, 0)|2.04395971493
(1, -1, 0)|rewardPunish|(0, 0, 0)|6.62289955861
(-1, 1, 0)|remindTruths|(1, 1, -1)|8.40557382735
(-1, -1, 0)|remindTruths|(1, 1, 0)|1.92377757668
(0, -1, 0)|remindTruths|(-1, -1, -1)|8.2022054169
(1, -1, 0)|rewardPunish|(-1, 0, 1)|8.71896522266
(0, -1, -1)|remindTruths|(0, 0, -1)|4.7033727079
(0, 0, 0)|remindTruths|(1, 1, 0)|9.62708684992
(1, -1, -1)|remindTruths|(0, 1, 0)|3.39309201796
(-1, 0, 1)|remindTruths|(0, 0, 0)|8.50260669238
(0, -1, 1)|activePlanning|(1, 0, 0)|1.56962666038
(1, 0, 1)|activePlanning|(0, 1, 0)|2.1038933334
(0, 0, 0)|activePlanning|(1, 1, 1)|1.17252912303
(0, -1, -1)|remindTruths|(-1, -1, 0)|4.82262646711
(-1, -1, 0)|activePlanning|(1, -1, -1)|1.32918915052
(1, -1, 0)|remindTruths|(0, 1, -1)|5.82514713079
(-1, 1, -1)|remindTruths|(0, 0, 0)|7.16855671171
(1, 1, 0)|remindTruths|(1, 0, 1)|2.43814930479
(1, 1, -1)|rewardPunish|(-1, -1, 1)|8.23265657737
(1, 1, 1)|remindTruths|(-1, 0, -1)|5.90611123213
(-1, 1, -1)|rewardPunish|(1, 0, 0)|9.58313426117
(-1, 1, 0)|remindTruths|(1, 0, 1)|6.60344041259
(0, 1, 0)|activePlanning|(1, 0, -1)|3.30295744911
(1, 1, 1)|rewardPunish|(0, 1, 0)|4.63675033597
(0, 1, 0)|remindTruths|(-1, -1, -1)|8.10511729774
(1, 1, 1)|rewardPunish|(1, 0, -1)|6.85568705648
(0, 0, 1)|rewardPunish|(1, -1, -1)|5.8067008436
(1, 0, -1)|rewardPunish|(1, 1, 0)|4.78176420912
(-1, -1, 1)|activePlanning|(1, 0, 0)|2.99946901807
(1, 1, 0)|activePlanning|(-1, 0, -1)|9.02400441987
(0, -1, -1)|remindTruths|(1, -1, 1)|3.2720159694
(1, 0, 0)|remindTruths|(-1, -1, 1)|1.58060762376
(-1, 0, -1)|remindTruths|(1, 1, 0)|1.47085675368
(-1, -1, 0)|remindTruths|(-1, 1, 1)|4.03688649654
(1, 1, 0)|remindTruths|(1, 1, 0)|8.40458473511
(1, 1, -1)|rewardPunish|(1, 0, 0)|5.50912813565
(-1, -1, 1)|activePlanning|(1, -1, 0)|5.8337169096
(-1, 0, -1)|rewardPunish|(1, -1, -1)|6.89057092005
(-1, 1, 0)|remindTruths|(-1, 1, -1)|2.96966961538
(0, -1, -1)|remindTruths|(1, 1, 1)|5.88721193165
(0, -1, -1)|remindTruths|(-1, -1, 1)|4.33839223273
(0, -1, -1)|rewardPunish|(-1, 1, 1)|5.5533483086
(1, -1, 1)|activePlanning|(1, -1, 1)|4.85020659505
(1, 0, -1)|activePlanning|(-1, 0, -1)|3.05384259268
(-1, 1, -1)|remindTruths|(1, 0, -1)|8.23999273386
(0, 1, -1)|remindTruths|(0, -1, 0)|1.24145931819
(0, 0, 0)|activePlanning|(-1, -1, 1)|6.84631697163
(1, -1, -1)|rewardPunish|(-1, 0, -1)|2.02630357339
(1, 0, -1)|remindTruths|(0, 1, -1)|8.7302029978
(0, 1, -1)|remindTruths|(0, -1, -1)|8.33870955018
(0, 0, -1)|rewardPunish|(1, 0, 0)|5.6652603442
(0, 0, 1)|activePlanning|(0, 1, 1)|1.34838095902
(1, -1, -1)|remindTruths|(1, 1, 0)|9.45191819881
